Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы
Burger Heroes,Кофейня/Кафе,Адрес не указан (см. координаты),+7 967 0911973,https://burgerheroes.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8021734,37.4210912,
Гурман,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2553230,https://cafe-gurman.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7168946,37.6439068,Mo-Su 11:00-21:00
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7619761,37.6233303,Mo-Fr 07:00-22:00; Sa 08:00-22:00; Su 09:00-21:00
Coffee Moose,Кофейня/Кафе,"Старая Басманная улица, 25стр5",+7 (963) 657-27-57,https://coffee-moose.com/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7675374,37.6652013,
Народный кондитер,Кондитерская,Адрес не указан (см. координаты),+7 499 3808800,http://narodny-konditer.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7118783,37.6182501,Mo-Sa 09:00-21:00; Su 09:00-20:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6237185,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7887457,37.6790017,Mo-Su 08:00-23:00
Кулинарная лавка братьев Караваевых,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6237185,https://www.karavaevi.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7724537,37.6759708,Mo-Su 08:00-23:00
Raw to go,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 0144634,https://www.instagram.com/rawtogomsk/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7632429,37.5932662,Mo-Su 10:00-22:00
Dobryakova bakery,Кофейня/Кафе,Адрес не указан (см. координаты),+7 926 5919955,https://www.instagram.com/dobryakova_bakery/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7560948,37.602534,"Mo-Fr 08:00-20:00; Sa,Su 10:00-21:00"
Вкусный обед,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 7848018,https://vkusniyobed.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7446391,37.6800656,
Швили,Кофейня/Кафе,"Профсоюзная улица, 61, стр. 1",+7 (495) 980-77-97 (доб. 221),https://shvilibistro.ru/menyu-na-kaluzhskoj/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.657514,37.5426824,Mo-Su 12:00-23:00
Каскара,Кофейня/Кафе,Адрес не указан (см. координаты),+7 995 9236651,https://www.instagram.com/cafe_cascara,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6057417,37.6635046,
SeDelice,Пекарня,Адрес не указан (см. координаты),+7 495 1915091,https://sedelice.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7479509,37.5840783,24/7
Маковка,Пекарня,"Сходненская улица, 35 к1",+7 910 482-79-20,https://www.instagram.com/makovkalive,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8485001,37.4391149,Mo-Su 08:00-22:00
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 4676664,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7672484,37.6066317,Fr 11:00-24:00; Mo-Th 11:00-23:00; Sa 12:00-24:00; Su 12:00-23:00
J'pan,Кофейня/Кафе,Адрес не указан (см. координаты),+7 917 5315508,https://jpan.moscow/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7621328,37.634394,Su-Th 11:00-23:00; Fr-Sa 11:00-00:00
ABC coffee roasters,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 2261022,https://www.facebook.com/think.abc.coffee/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7275361,37.5706511,Mo-Su 09:00-21:00
Ла Гатта,Кофейня/Кафе,Адрес не указан (см. координаты),+7 495 6449686,https://lagattapizza.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8449023,37.4385765,
Will taste,Кофейня/Кафе,Адрес не указан (см. координаты),+7 995 1514503,https://www.instagram.com/will_taste_cafe/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7377788,37.6416018,Mo-Su 09:00-21:00
