Название,Категория,Адрес,Телефон,Сайт/Соцсеть,Сеть/Бренд,Потенциал аналитики,Обоснование оценки,Широта,Долгота,Режим работы,Is_Mobile
Блины у камина,Кофейня/Кафе,Адрес не указан (см. координаты),+7 903 7933334,https://blini-u-kamina.tilda.ws/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7592339,37.6491963,"Mo-Fr 10:00-22:00; Sa,Su 11:00-22:00",True
Конфетная,Кондитерская,Адрес не указан (см. координаты),+7 915 2090023,https://konfetnaya.com,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7866661,37.5953825,Mo-Fr 10:00-20:00; Sa-Su 11:00-18:00,True
Бобруйский зефир,Кондитерская,Адрес не указан (см. координаты),+7 926 0438555,https://vdnh18.ru/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7663294,37.5907152,Mo-Su 08:00-22:00,True
Kook,Кофейня/Кафе,Адрес не указан (см. координаты),+7 915 0927467,https://kook.taplink.ws,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7617953,37.6331286,Mo-Su 12:00-00:00,True
Ra'men,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 985 2263333, +7 985 9900734",https://ramen.moscow,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7373904,37.6283481,Mo-Su 12:00-00:00,True
Вкусная ферма,Кофейня/Кафе,Адрес не указан (см. координаты),+7 968 0492348,https://vkus-ferma.taplink.ws/,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.74792,37.704995,Mo-Su 10:00-22:00,True
Лакомка,Кофейня/Кафе,"улица Маршала Федоренко, 3 с1",+79166060015,https://osetinskie-pirogi-lakomka.clients.site,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8787747,37.493386,09:00-21:00,True
Mendia,Кофейня/Кафе,"улица Василисы Кожиной, 13",+7 991 787 20 08,https://eda.yandex.ru/offline_place/613e99b47821412bbe7dd5a24b4f5c55,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7360325,37.5011479,Mo-Su 08:00-22:00,True
Кнут и пряник,Кофейня/Кафе,Адрес не указан (см. координаты),+7 985 4266420,https://knutundprianik.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7040446,37.6147292,Mo-Su 12:00-24:00,True
Матата Феймили,Кофейня/Кафе,Адрес не указан (см. координаты),+7 906 6335160,https://matata-family-bubble-teacoffee.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8116457,37.4838988,Mo-Fr 08:00-21:00; Sa-Su 10:00-21:00,True
Friends Place,Кофейня/Кафе,Адрес не указан (см. координаты),+7 925 7229084,fp-lounge.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7733635,37.684055,"Mo-Su 12:00-24:00; Fr,Sa 12:00-04:00",True
Конструктор,Кофейня/Кафе,"Восточная улица, 9",+79152430623,https://vk.com/constructorv9,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7137332,37.6597071,Mo-Su 08:00-22:00,True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 968 7290701",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6242737,37.4224108,Mo-Su 10:00-22:00,True
Gagawa,Кофейня/Кафе,"7-я Кожуховская улица, 9","+7 495 7954770, +7 968 7255887",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7103568,37.6751378,Mo-Su 10:00-22:00,True
Gagawa,Кофейня/Кафе,Адрес не указан (см. координаты),"+7 495 7954770, +7 966 1741327",https://gagawa.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.8499829,37.4428978,Mo-Su 10:00-22:00,True
Чихо,Кофейня/Кафе,Адрес не указан (см. координаты),+7 977 5867174,https://chiho.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7587509,37.6407601,Fr 11:00-24:00; Mo-Th 11:00-23:00; Sa 12:00-24:00; Su 12:00-23:00,True
Лепим и варим,Кофейня/Кафе,Адрес не указан (см. координаты),+7 999 5983599,https://lepimivarim.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.6796964,37.5654611,"Fr-Sa 10:30-23:00; Mo-Th,Su 10:30-22:30",True
Lavanda,Пекарня,Адрес не указан (см. координаты),+7 977 9499303,https://vk.com/lavandapek,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7945001,37.5725649,"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00",True
Лаваш № 1,Кофейня/Кафе,Адрес не указан (см. координаты),+7 969 0800080,https://lavash-1.ru,,HIGH,"Независимый бизнес с сайтом и телефоном (есть база контактов, высокая вероятность наличия CRM/POS-системы)",55.7947451,37.5693396,Mo-Su 11:00-22:30,True
